# Input: graph.txt
# Nodes: 71539    Edges: 89872
# Algoritm: Cluset-Newman-Moore
# Modularity: 0.951743
# Communities: 9204
# NId	CommunityId
116309	1
509681	1
1111656	1
1405344	1
1110423	1
782967	1
1142570	1
1127938	1
149551	1
1380237	1
556980	1
1063564	1
600120	1
1405689	1
941561	1
316450	1
781136	1
1245600	1
168632	1
414065	1
1476272	1
470626	1
654366	1
329347	1
630415	1
673415	1
541854	1
767587	1
1445699	1
289934	1
944204	1
324638	1
461282	1
398391	1
348786	1
802008	1
1004722	1
367471	1
536475	1
703368	1
297285	1
255338	1
128600	1
1278892	1
127234	1
731446	1
127915	1
583313	1
126136	1
512553	1
125154	1
419568	1
125655	1
1103136	1
547772	1
1251937	1
1454303	1
1493818	1
1464331	1
145324	1
840450	1
1063575	1
143717	1
1386533	1
143862	1
763423	1
392097	1
1145349	1
629700	1
1023728	1
132754	1
136337	1
970535	1
344698	1
784632	1
906959	1
500192	1
227071	1
1523843	1
135360	1
507970	1
982273	1
431700	1
135946	1
669096	1
136045	1
860332	1
138570	1
689396	1
1437356	1
981963	1
418891	1
873455	1
1315430	1
1469178	1
869757	1
156445	1
364498	1
155839	1
185414	1
1264290	1
163700	1
151567	1
1270335	1
1428521	1
154348	1
173477	1
1416460	1
179441	1
609648	1
422798	1
668927	1
907388	1
1190087	1
167221	1
381541	1
171735	1
724456	1
678705	1
808085	1
1016596	1
821201	1
417606	1
171817	1
170419	1
652512	1
170841	1
688674	1
169114	1
1330104	1
1476203	1
189217	1
646740	1
412936	1
699884	1
1298886	1
190246	1
193857	1
1181834	1
781032	1
787674	1
182355	1
326606	1
695675	1
1329276	1
741281	1
1002524	1
183106	1
999606	1
572948	1
184179	1
572705	1
181950	1
221883	1
317937	1
186816	1
187449	1
187637	1
185891	1
212233	1
210980	1
1277757	1
1185561	1
1478386	1
201966	1
201021	1
504560	1
691352	1
197604	1
986772	1
653767	1
842164	1
1214368	1
231627	1
200399	1
1006951	1
640231	1
1303253	1
226654	1
227315	1
265023	1
1494822	1
1489178	1
229055	1
574567	1
754577	1
422817	1
229077	1
1286324	1
223316	1
223243	1
621629	1
223627	1
476425	1
1087726	1
1202853	1
1204247	1
1321833	1
213326	1
509229	1
436939	1
1499681	1
1343070	1
505681	1
216042	1
1064102	1
754055	1
535323	1
751292	1
918814	1
1372074	1
1245142	1
306817	1
216722	1
624426	1
1212201	1
245224	1
245573	1
1329326	1
1487991	1
1213233	1
1216936	1
1219206	1
1329452	1
238698	1
334799	1
432233	1
1360819	1
985896	1
1212339	1
235816	1
234291	1
1107567	1
593811	1
233763	1
855934	1
231226	1
267373	1
1120283	1
242634	1
756872	1
807619	1
729417	1
1270081	1
874427	1
767631	1
1500591	1
745118	1
1437465	1
1448958	1
1266095	1
1232314	1
1232287	1
1382117	1
1350138	1
823798	1
479432	1
1518804	1
557962	1
820031	1
906622	1
298239	1
1116670	1
830421	1
1530017	1
256422	1
1235912	1
257855	1
549191	1
1209734	1
1376068	1
789490	1
677617	1
737669	1
246507	1
964636	1
247128	1
285756	1
285174	1
284738	1
1286739	1
723078	1
290480	1
1457194	1
1511617	1
1444801	1
897679	1
294286	1
464562	1
732894	1
1413506	1
713802	1
600284	1
958619	1
673096	1
791483	1
896671	1
403238	1
1154540	1
1394594	1
1159284	1
1380660	1
796348	1
551973	1
661081	1
1382718	1
746149	1
274822	1
313852	1
313365	1
967536	1
1339210	1
980724	1
1503420	1
317037	1
317188	1
1361623	1
337372	1
322495	1
1039104	1
321553	1
969035	1
1401315	1
1092602	1
841067	1
323708	1
1340844	1
1428524	1
326023	1
297343	1
299153	1
383599	1
577687	1
771550	1
1008487	1
306181	1
952563	1
345097	1
360423	1
357490	1
1323973	1
1515887	1
353591	1
771061	1
334696	1
440005	1
368062	1
333726	1
327986	1
339997	1
340668	1
341165	1
382236	1
795003	1
723463	1
542488	1
700348	1
378057	1
390000	1
632546	1
1081761	1
980622	1
629672	1
1379502	1
547918	1
731218	1
574187	1
1439271	1
1362462	1
393161	1
450935	1
1038375	1
894871	1
1364923	1
1186246	1
388300	1
1019801	1
493756	1
972618	1
947668	1
1378660	1
884925	1
422378	1
363651	1
376216	1
1017654	1
370208	1
558391	1
953146	1
656918	1
424977	1
829024	1
1420434	1
556559	1
1537405	1
1331939	1
1538784	1
949557	1
413067	1
413291	1
409715	1
1267949	1
1114973	1
1121035	1
774021	1
614836	1
486978	1
510943	1
1120571	1
498380	1
578227	1
725953	1
393427	1
399864	1
801935	1
1155401	1
453191	1
1082066	1
452699	1
443046	1
1494347	1
444183	1
448432	1
1249246	1
434943	1
534189	1
500494	1
563718	1
1329629	1
758305	1
645690	1
1384020	1
801761	1
628678	1
686642	1
592850	1
1065073	1
442181	1
430322	1
1334167	1
433494	1
596236	1
513895	1
1158881	1
1261421	1
769958	1
1050795	1
557352	1
432466	1
433068	1
1062140	1
486204	1
486465	1
487079	1
1468835	1
481232	1
476729	1
965245	1
472846	1
1015790	1
812871	1
1078794	1
730278	1
1246375	1
713898	1
1443489	1
995641	1
838742	1
1142572	1
1217859	1
1283274	1
739749	1
890304	1
520923	1
516097	1
519326	1
1483359	1
522190	1
1190469	1
1102328	1
500832	1
496824	1
1111267	1
496807	1
496506	1
849416	1
650236	1
1337627	1
995449	1
1041560	1
565109	1
902416	1
557227	1
998458	1
1047284	1
1428892	1
820737	1
570606	1
943347	1
1476191	1
1212615	1
566315	1
579361	1
584790	1
583156	1
582415	1
1256113	1
1141777	1
857891	1
1428518	1
535748	1
533169	1
1332675	1
536188	1
548763	1
1391104	1
822378	1
753530	1
798516	1
798068	1
1407712	1
683624	1
540788	1
544010	1
1032086	1
1293799	1
551605	1
1391333	1
624597	1
1416286	1
651226	1
629743	1
633281	1
637108	1
637977	1
641125	1
675928	1
825495	1
1242168	1
648753	1
1432843	1
648817	1
648944	1
773931	1
800994	1
594373	1
599160	1
606134	1
615347	1
968381	1
703534	1
1125492	1
824486	1
1288205	1
814309	1
717172	1
711597	1
711884	1
704841	1
1031377	1
669052	1
665051	1
998023	1
662341	1
795100	1
658290	1
687599	1
864855	1
674522	1
763378	1
767176	1
937231	1
1237271	1
1361110	1
1540770	1
771392	1
774166	1
1176643	1
1329376	1
1092096	1
1096635	1
724263	1
752579	1
875550	1
752894	1
843672	1
1068081	1
1379448	1
850932	1
843997	1
880494	1
808305	1
808812	1
1120930	1
815313	1
814016	1
952792	1
801850	1
904537	1
910963	1
912142	1
916169	1
897351	1
1378084	1
1101849	1
885947	1
952805	1
1156198	1
1064202	1
852685	1
981973	1
978507	1
972434	1
1154053	1
962653	1
953307	1
1412189	1
1068911	1
932206	1
1538521	1
1154190	1
1490514	1
1052334	1
1251246	1
1309088	1
1513953	1
1452339	1
1481359	1
1484630	1
1045184	1
996693	1
1181534	1
1442341	1
1038932	1
987137	1
42	2
841121	2
434	2
26960	2
692	2
678746	2
130348	2
2118	2
1072868	2
2651	2
520890	2
3042	2
331820	2
3441	2
1438605	2
454671	2
4423	2
1472062	2
810147	2
638000	2
1412765	2
1389553	2
1308846	2
609405	2
1122960	2
1259315	2
1502050	2
1151604	2
5409	2
247031	2
963955	2
734867	2
843429	2
830487	2
1132212	2
648396	2
1378599	2
526454	2
93309	2
1123366	2
1306089	2
1192472	2
1330989	2
5932	2
1390647	2
1136676	2
431063	2
49943	2
300055	2
1487825	2
1124242	2
6299	2
160348	2
7641	2
1449075	2
1458088	2
8933	2
1242208	2
782738	2
1119043	2
1327484	2
1541721	2
9810	2
153378	2
1120041	2
1395183	2
11050	2
22610	2
1489408	2
137795	2
10378	2
1492661	2
11939	2
1041627	2
12399	2
286537	2
678646	2
113531	2
589947	2
1073632	2
989495	2
1278425	2
293551	2
176968	2
122859	2
14111	2
619884	2
773823	2
465186	2
13987	2
1301308	2
312648	2
13731	2
483127	2
1272349	2
14673	2
108472	2
231954	2
702324	2
879641	2
449779	2
1142806	2
14534	2
45651	2
1202666	2
15895	2
1395146	2
15913	2
19675	2
37637	2
1352338	2
225510	2
849412	2
533171	2
25265	2
560769	2
1292035	2
17051	2
924276	2
1210690	2
16992	2
30168	2
522001	2
17165	2
943370	2
793199	2
1001061	2
47510	2
1363549	2
537459	2
363100	2
197068	2
19950	2
499563	2
20065	2
217373	2
1146732	2
1284208	2
1145093	2
1434285	2
19057	2
763252	2
21507	2
546905	2
99519	2
354137	2
172146	2
1139684	2
1376106	2
21364	2
603540	2
813270	2
292987	2
1126930	2
733846	2
144159	2
604973	2
159126	2
1168214	2
929186	2
911986	2
141349	2
21177	2
816098	2
21033	2
24164	2
461737	2
558925	2
87274	2
1301539	2
498431	2
22603	2
614225	2
834677	2
1273205	2
738106	2
195143	2
1141536	2
1201043	2
1136368	2
1464740	2
771179	2
768652	2
515325	2
25385	2
357173	2
1300186	2
148417	2
1137748	2
1409158	2
1386602	2
27765	2
1237203	2
347913	2
525004	2
54805	2
30343	2
993656	2
841955	2
1486235	2
1476666	2
29876	2
355850	2
624736	2
701831	2
29916	2
238424	2
141761	2
353509	2
759722	2
1263002	2
1519535	2
1513644	2
302544	2
968334	2
824612	2
992343	2
120141	2
1068977	2
1405780	2
1246595	2
29391	2
110134	2
552082	2
1131059	2
1134201	2
1315770	2
31879	2
1212537	2
1053984	2
848237	2
1053529	2
34975	2
124735	2
540609	2
35550	2
381762	2
36230	2
1202198	2
429796	2
36258	2
490794	2
1162516	2
1458503	2
1318743	2
1350618	2
1393393	2
36772	2
273396	2
343517	2
36735	2
561524	2
34035	2
1069481	2
1270970	2
1401331	2
313928	2
34420	2
1474926	2
1158150	2
1170467	2
1158670	2
1319817	2
40769	2
36880	2
1181639	2
402270	2
787975	2
692587	2
975777	2
1301900	2
1163018	2
430558	2
1247857	2
1428711	2
38124	2
38427	2
645354	2
469599	2
511032	2
1154431	2
44342	2
1154248	2
1301980	2
42695	2
47990	2
1356707	2
75044	2
1205567	2
140207	2
1263686	2
330147	2
63389	2
397211	2
121720	2
438949	2
474750	2
944726	2
975594	2
825498	2
99295	2
45226	2
941069	2
1167832	2
104362	2
46772	2
59502	2
51775	2
805919	2
50636	2
122923	2
1177082	2
1436591	2
50071	2
465787	2
968196	2
699350	2
1482873	2
864495	2
736971	2
841050	2
250824	2
1175117	2
1211552	2
1172887	2
54550	2
1084683	2
54785	2
200564	2
909690	2
1202158	2
791106	2
816342	2
116524	2
327089	2
55220	2
561463	2
1386269	2
53499	2
782528	2
239450	2
1171647	2
1536040	2
53791	2
61319	2
623532	2
173093	2
608667	2
71870	2
872545	2
518197	2
665525	2
912260	2
383030	2
224330	2
545112	2
177249	2
391080	2
980740	2
1347376	2
460437	2
191433	2
251475	2
932028	2
102792	2
969846	2
286807	2
980900	2
762164	2
107720	2
219346	2
235627	2
788290	2
642336	2
59938	2
790854	2
59712	2
876227	2
59393	2
189314	2
58670	2
1356373	2
327695	2
58169	2
1395492	2
959231	2
65488	2
63089	2
538852	2
343819	2
76110	2
979963	2
318826	2
62891	2
745035	2
61598	2
404230	2
1163340	2
1337798	2
70113	2
1020200	2
72495	2
1125474	2
983315	2
1146282	2
71893	2
109362	2
73020	2
72733	2
214810	2
66806	2
731048	2
796616	2
215631	2
560694	2
271173	2
765248	2
66719	2
66702	2
906562	2
1062108	2
1062248	2
1436544	2
1182699	2
68311	2
534015	2
1539494	2
1493436	2
802844	2
794582	2
68406	2
146585	2
985845	2
69137	2
932789	2
554520	2
1310838	2
785042	2
68984	2
953249	2
1049569	2
1372275	2
78770	2
1196838	2
78360	2
353218	2
1051390	2
1179922	2
81145	2
597715	2
81910	2
1113367	2
175648	2
81699	2
217089	2
74279	2
1420713	2
507643	2
1368410	2
502251	2
1054536	2
75773	2
874784	2
76548	2
973069	2
1056091	2
1085230	2
1518782	2
761051	2
669758	2
381675	2
841103	2
86139	2
102259	2
1205495	2
510783	2
88745	2
1109905	2
414184	2
89775	2
859143	2
1244418	2
1496787	2
778843	2
83605	2
717958	2
1038330	2
911302	2
301188	2
1081323	2
85333	2
1006943	2
564079	2
84879	2
806062	2
1213785	2
411770	2
1066411	2
1480071	2
1331906	2
1109577	2
94648	2
973642	2
620479	2
94511	2
357782	2
1065559	2
1421237	2
97200	2
638124	2
93475	2
1084491	2
216493	2
92551	2
984485	2
104536	2
105580	2
105906	2
887575	2
103083	2
1233632	2
102566	2
175120	2
102699	2
528075	2
1091418	2
1268918	2
1103983	2
176408	2
223717	2
753428	2
643680	2
100583	2
833919	2
1077330	2
849506	2
1058376	2
153547	2
102086	2
153466	2
112408	2
348702	2
1374979	2
571044	2
98703	2
1044873	2
673080	2
241620	2
844235	2
171551	2
419896	2
98423	2
220504	2
99356	2
271539	2
174661	2
452505	2
971667	2
1239625	2
150160	2
1174932	2
1015516	2
534083	2
1202885	2
247339	2
113863	2
1514955	2
470342	2
1082445	2
111634	2
129928	2
1245618	2
1468105	2
111809	2
338832	2
628811	2
598451	2
112570	2
683652	2
196764	2
680412	2
170902	2
947203	2
112604	2
213739	2
1033216	2
891636	2
1270746	2
1303514	2
681253	2
1276284	2
1153267	2
882203	2
373491	2
1407172	2
110051	2
930090	2
109851	2
774854	2
110244	2
1106388	2
1108860	2
979131	2
346885	2
230393	2
1086826	2
1086528	2
1368580	2
1087320	2
1382415	2
479986	2
1310270	2
1043791	2
912506	2
108245	2
122427	2
686051	2
121892	2
395376	2
918223	2
1442250	2
741178	2
615794	2
121681	2
714353	2
1079885	2
356738	2
341616	2
119716	2
1369746	2
1106136	2
401047	2
118755	2
1113289	2
117018	2
420499	2
1097795	2
470444	2
1047402	2
345445	2
116533	2
292747	2
1081585	2
115743	2
829484	2
797038	2
681038	2
518726	2
1110072	2
1064126	2
949728	2
266539	2
1240677	2
384172	2
1134647	2
228747	2
1007377	2
347882	2
724128	2
435624	2
144293	2
523004	2
850544	2
717454	2
349510	2
1213807	2
1451602	2
379939	2
337749	2
960134	2
348818	2
279461	2
373106	2
1378491	2
1503242	2
557107	2
202437	2
361695	2
130521	2
192712	2
935096	2
129248	2
868610	2
802188	2
792560	2
129233	2
874640	2
129490	2
473722	2
173621	2
1368652	2
1099714	2
1286367	2
1400748	2
1098523	2
1515926	2
1104667	2
652821	2
1476381	2
826392	2
384263	2
1037143	2
921129	2
1398258	2
1184096	2
209675	2
684769	2
794018	2
287521	2
187631	2
1351543	2
1144153	2
141072	2
607623	2
497017	2
1502007	2
419146	2
881122	2
142934	2
1252531	2
1367823	2
688366	2
653810	2
1240800	2
143398	2
882678	2
143591	2
479519	2
146224	2
859505	2
859662	2
580432	2
585751	2
1417945	2
145473	2
1035826	2
145486	2
136212	2
136137	2
137755	2
946296	2
227318	2
839337	2
158003	2
244783	2
357633	2
1268979	2
607472	2
1395137	2
162651	2
1353714	2
737133	2
326377	2
163591	2
163583	2
256791	2
148993	2
869043	2
149445	2
290451	2
632586	2
488809	2
246228	2
387321	2
569805	2
153702	2
674235	2
154421	2
154489	2
851654	2
801179	2
1454021	2
1369041	2
753052	2
1167653	2
803821	2
1405331	2
629538	2
398278	2
1299066	2
731140	2
1450871	2
1067129	2
556925	2
1089360	2
1098060	2
520369	2
1068478	2
921460	2
851063	2
851642	2
173806	2
172773	2
172138	2
177205	2
799827	2
503114	2
985629	2
1179382	2
254297	2
167127	2
165266	2
163995	2
1362005	2
1030932	2
685244	2
1007068	2
1525112	2
1466732	2
1142102	2
164684	2
961986	2
171710	2
169660	2
459400	2
168263	2
410571	2
168262	2
168498	2
190992	2
1300829	2
190894	2
1538496	2
787692	2
755148	2
190644	2
1334436	2
524077	2
200191	2
286026	2
189497	2
1002335	2
503957	2
821333	2
866007	2
628991	2
832626	2
354804	2
884775	2
1295472	2
1454110	2
193849	2
1175814	2
183780	2
407134	2
362971	2
1466577	2
184061	2
180423	2
181910	2
554771	2
548675	2
618655	2
1305034	2
1418964	2
185851	2
209522	2
649730	2
205238	2
1356721	2
385896	2
987569	2
201777	2
317968	2
591397	2
478629	2
561225	2
201876	2
1188587	2
203452	2
215966	2
216917	2
791850	2
197820	2
1331796	2
1490432	2
1481719	2
1527178	2
526435	2
1394360	2
584028	2
887845	2
774565	2
652161	2
1331509	2
1531476	2
226236	2
404360	2
864345	2
226157	2
291207	2
1499015	2
226678	2
533295	2
227584	2
439947	2
229370	2
223331	2
576406	2
306315	2
338173	2
1305751	2
223948	2
223990	2
697824	2
224851	2
704768	2
368112	2
894208	2
1112094	2
236258	2
217224	2
218183	2
822989	2
435377	2
455560	2
1207425	2
1204287	2
216837	2
1411867	2
865204	2
1324711	2
1345210	2
1046091	2
837857	2
1196360	2
244597	2
859497	2
265797	2
1061677	2
1218066	2
1523490	2
237655	2
1257104	2
233052	2
961306	2
791643	2
231997	2
389825	2
229832	2
307856	2
229383	2
262338	2
240633	2
261734	2
706593	2
953941	2
254284	2
1470617	2
252911	2
559125	2
1399803	2
250527	2
411744	2
1433131	2
342741	2
413609	2
1369802	2
248311	2
369726	2
246498	2
1003494	2
246040	2
564241	2
893556	2
579441	2
1521756	2
282620	2
280805	2
1126257	2
709361	2
820718	2
282933	2
487647	2
846417	2
289648	2
289683	2
397727	2
882994	2
303923	2
896581	2
565611	2
1099877	2
520849	2
942100	2
1519411	2
265776	2
421595	2
883218	2
719515	2
1157306	2
1424954	2
580217	2
262580	2
1158844	2
749892	2
1088237	2
488280	2
263079	2
1390729	2
263206	2
1085129	2
268703	2
266575	2
410012	2
268107	2
1017752	2
268132	2
274108	2
274025	2
396546	2
1271567	2
1173383	2
275289	2
623291	2
314582	2
1398426	2
444333	2
1309210	2
312914	2
311813	2
1334916	2
581308	2
315114	2
473183	2
1036372	2
708302	2
640474	2
1017646	2
316309	2
341203	2
1491098	2
723754	2
1092137	2
1353165	2
877247	2
783904	2
498365	2
342013	2
319590	2
322416	2
1211602	2
470496	2
568705	2
549211	2
1211673	2
727835	2
603284	2
1336302	2
1061780	2
1423013	2
1526172	2
396638	2
325942	2
707423	2
295025	2
557909	2
682497	2
300554	2
1156144	2
300916	2
537503	2
302481	2
480025	2
660675	2
1511622	2
1033040	2
618122	2
455665	2
1220525	2
944215	2
603144	2
307435	2
752236	2
637219	2
1347526	2
308512	2
1136542	2
871168	2
310542	2
1029571	2
645617	2
467879	2
788407	2
637104	2
1335975	2
1451257	2
1536057	2
922012	2
1102333	2
1176889	2
1069959	2
345205	2
345582	2
1381204	2
464866	2
1177075	2
1133552	2
817627	2
1511083	2
1370684	2
1483161	2
352796	2
744519	2
1373371	2
635965	2
1318466	2
808206	2
334246	2
1379804	2
329959	2
1047265	2
329271	2
1460448	2
1014536	2
913418	2
1368514	2
969018	2
550592	2
680869	2
441314	2
495769	2
871534	2
338113	2
339304	2
383517	2
697953	2
339959	2
337237	2
417123	2
382207	2
1162407	2
382223	2
944758	2
956108	2
560094	2
380771	2
380229	2
1504423	2
1158567	2
542885	2
392570	2
392739	2
392056	2
1364669	2
1515275	2
388464	2
713525	2
365555	2
366579	2
971786	2
393931	2
1429881	2
1314755	2
394456	2
363296	2
363653	2
975378	2
363719	2
1519644	2
981733	2
752477	2
1014123	2
375896	2
376556	2
369714	2
370413	2
1100602	2
1440595	2
1124679	2
1499399	2
421305	2
875742	2
425828	2
410449	2
910397	2
580155	2
1267405	2
685663	2
410427	2
805100	2
888453	2
818040	2
417325	2
554777	2
413989	2
748239	2
907994	2
966643	2
1166323	2
1018766	2
403061	2
475633	2
402250	2
1200754	2
494359	2
516160	2
406427	2
1036777	2
439695	2
1308737	2
395795	2
974702	2
394915	2
1408709	2
793059	2
1506755	2
516941	2
949515	2
647221	2
619972	2
1047504	2
435803	2
1067665	2
747668	2
442512	2
434529	2
790651	2
956612	2
512060	2
717588	2
609534	2
439583	2
441941	2
1425035	2
432565	2
601078	2
490613	2
1517079	2
771525	2
488584	2
845358	2
486600	2
518608	2
486914	2
993978	2
695065	2
645193	2
480031	2
544380	2
688795	2
1253674	2
884602	2
504946	2
556825	2
472664	2
551146	2
935994	2
947738	2
1489188	2
470918	2
469668	2
673182	2
1540295	2
1457209	2
897194	2
464658	2
