7	1082999
7	456443
7	281660
7	442980
7	926537
7	305395
7	138180
7	115044
14	109294
14	1218743
42	841121
1126476	1419001
43	643635
43	357895
93	1349030
93	569397
95	399246
91	491519
91	347668
102	538785
102	310360
116	1422436
116	56983
116	775306
116	119114
116	294708
112	24599
112	329880
112	1389907
1126424	1312909
1126424	1366562
131	77119
147	670404
150	397055
150	340984
150	827680
171	151295
171	1099268
187	144708
187	344633
1126622	1296523
207	322262
207	630787
207	162855
195	691655
195	1256489
195	93549
1126564	1482903
1126564	1237708
1126564	1294122
215	648458
215	601096
215	1639
215	801891
215	1102739
215	823512
215	534162
215	424568
215	1468538
215	487707
215	1036752
215	737186
215	785455
215	990370
215	402359
215	1153840
215	546006
215	40010
215	164338
215	325379
215	1027503
215	183258
215	15987
215	324196
208	450112
209	975017
238	486822
238	578496
252	284892
252	300724
250	618219
250	1102739
250	324196
243	1124901
243	217058
273	1419745
273	283845
281	1323933
313	94014
313	752251
313	834933
313	1291430
313	655750
313	401973
313	787548
313	364394
313	7565
313	291579
314	1004088
1126733	1271897
1126733	1253336
745329	1342111
301	1149122
301	1087777
301	18558
1126707	1267913
1126707	1201565
335	965139
335	1076058
335	1114548
335	227443
335	177270
375	1424543
375	67498
1126661	1354861
355	928166
365	750430
365	1376444
365	472099
365	324453
362	24631
398	1491191
447	224966
447	352744
447	1116068
434	26960
1126869	1290764
438	123804
470	26885
470	563452
470	19133
470	1363314
470	770989
470	367811
1126827	1149220
1126822	1205614
1126822	1367065
502	269155
502	87814
502	1253155
1126807	1146315
489	783486
489	1139822
489	891970
489	1011448
489	1291484
489	1298787
482	793354
482	1435135
482	662653
1127010	1317517
1127010	1477258
1127010	1166266
1127010	1346098
1127010	1129467
1127010	1134084
535	101960
613	552563
613	939529
613	181509
576	81718
576	251326
605	171475
605	860025
683	1323124
683	102182
683	1036779
696	1294465
696	118747
696	1334044
692	678746
666	9512
1127079	1455388
729	939622
729	1409297
729	548490
729	488522
729	1205515
729	1405073
733	587498
733	209918
784	110249
784	404118
784	1126444
784	454990
784	831840
784	149586
784	906397
798	361524
798	617479
798	989018
781	10560
781	455404
781	288444
779	77241
779	510210
876	593901
876	742284
876	49097
876	35440
876	1269938
876	876788
876	16243
860	1106653
860	1366067
860	497224
836	1065351
843	1139177
1127370	1533802
1127370	1481960
1127370	1285487
898	46752
1022	1297388
1013	1163952
1013	1101716
1013	901166
1127300	1502353
1127300	1461692
986	687617
986	815418
986	231514
970	65785
970	1340319
962	956903
962	1176156
965	321007
1127467	1306161
1127467	1168650
1088	173650
1088	674472
1115	409316
1115	742179
1108	1212073
1108	593750
1108	1513112
1137	749896
1066	1280204
1066	728110
1219	8023
1219	46078
1250	783169
1258	26375
1127565	1252086
1127565	1174292
1271	1340876
1271	1378068
1159	1500112
1158	995625
1158	672132
1165	23981
1165	552068
1165	949741
1180	667381
1186	4510
1193	82974
1193	36433
1193	1140136
1127631	1463499
1202	277528
1202	1256205
1354	787300
1354	332971
1354	977182
1354	685355
1354	371462
1354	482915
1127710	1191571
1403	299291
1402	106010
1379	1334919
1379	574391
1379	408233
1379	330908
1379	130348
1379	638510
1379	731345
1379	1519474
1379	1193213
1379	740608
1305	1295345
1305	192485
1127793	1365121
1287	1002263
1315	35338
1500	213170
1500	1191513
1500	911777
1127850	1539796
1526	507972
1533	638773
1530	604362
1530	17446
1510	1482808
1510	370324
1432	336940
1437	11293
1437	185448
1437	778127
1459	684190
1127903	1304568
1470	1002183
1470	210129
1441	239433
1441	851283
1127875	1182474
1635	405917
1635	154361
1635	1440501
1632	371160
1632	56876
1639	648458
1639	601096
1639	990370
1639	1102739
1639	325379
1639	183258
1639	737186
1127964	1418741
1659	951735
1659	49707
1612	22338
1128000	1213745
1571	626012
1598	1087922
1598	901938
1598	647994
1598	1491544
1598	1236967
1598	1460697
1598	136079
1598	312668
1598	467188
1598	1160073
1598	1241405
1598	1239891
1598	134593
1598	95928
1598	796979
1598	312521
1598	1243659
1598	428725
1598	1395212
1598	599343
1598	572901
1598	1245438
1598	1071581
1598	1242232
1598	445115
1598	1465222
1590	183045
1549	516780
1553	594586
1762	325379
1782	1098425
1782	836512
1781	457738
1781	599405
1790	370452
1790	1532403
1729	639959
1743	69125
1743	844137
1753	359720
1753	703681
1710	1227299
1709	1177512
1709	1480828
1719	1284190
1719	530520
1719	505334
1128150	1307338
1725	1299869
1725	237406
1725	209175
1725	239213
1667	195433
1667	825264
1667	102544
1667	46078
1667	687714
1667	54458
1667	328330
1916	4675
1128216	1135745
1128214	1358732
1128214	1335938
1128214	1469521
1128214	1374317
1128214	1540612
1128214	1294089
1128214	1386198
1128214	1429590
1128214	1208909
1128214	1242153
1128214	1275738
1128214	1531134
1128197	1273526
1128240	1520176
1864	938850
1864	1337142
1864	1067985
1864	587923
1864	812286
1864	103437
1857	85343
1857	285537
1850	109553
1842	120852
1839	384787
1839	514251
1839	462112
1839	528667
1839	251569
1839	1397264
1839	140743
1839	1363434
1828	1234684
1828	1114898
1828	1169337
1828	699573
1828	751984
1828	131476
1828	1196919
1128291	1506160
1128291	1315117
2040	217877
2040	295266
2029	380856
2029	884982
2028	758323
2028	1039480
2028	102605
1984	715613
1974	406605
1977	1045596
1958	1296518
1945	339421
1945	933197
1945	715250
1945	1111982
1945	300018
1945	311874
1945	1086794
1945	366804
1945	560235
1945	1135830
1945	1304999
1945	916797
1945	194302
1945	1156600
1945	59440
1945	175450
1924	367506
2204	475974
2204	835171
2199	1207393
2199	673905
2199	392250
2189	1300728
2189	880621
2176	796823
2176	252730
2176	325078
2180	1230181
2180	917191
2220	609768
2214	1028358
2257	905748
2257	34755
2255	26524
2249	184958
2298	205503
2298	1469557
2298	37887
2275	279141
2275	732823
2275	625841
2272	671064
2051	146360
1128545	1304434
2096	269008
2096	473260
2096	516338
2096	1068069
2096	1324278
2096	945518
2096	151819
2096	670416
2096	69183
2096	1442729
2111	759132
2111	766821
2094	235374
2094	452316
2094	1347079
2094	536156
2094	453626
1128497	1466565
2129	1139831
2118	1072868
2169	134330
2169	994070
1128941	1386020
2449	490555
2468	83093
2468	262213
2468	502884
2468	901992
2468	313498
2468	1334568
2468	1044537
2491	1409015
2495	531088
2495	772394
2502	890656
2502	47780
2523	816992
2523	997043
2523	93656
2523	822599
2523	710749
2523	213756
2523	7018
2523	446327
2523	619996
2523	1438561
2556	272821
2550	1454372
2550	1383816
2550	809109
2550	143898
2550	560858
2550	1160427
2550	879200
2550	706459
2550	1527820
2550	14323
2550	445103
2335	1416927
2335	14169
2335	697584
2335	516489
2348	978698
2348	124348
2348	1000167
2355	851283
2371	520250
2371	257487
2369	1422280
1128755	1205767
2406	406126
2406	711885
2407	1047617
2407	46576
2407	786701
2749	524967
2749	1141011
2749	921348
1129190	1211247
1129119	1193943
1129111	1148845
2785	70484
2774	1365918
2765	1477986
2759	600031
1129042	1140415
2598	1366034
2598	260349
2563	937962
2563	790978
2563	815213
2563	565330
2672	182540
2672	872473
2672	1305147
2672	1439678
2672	371101
2672	1012482
2672	378403
2667	362212
2646	1169018
2646	38337
2651	520890
2651	130348
2629	659703
2636	933752
2636	27291
2956	845657
2956	307653
2954	1276403
2954	34694
2972	27117
2962	897550
2962	244871
3042	331820
3021	956439
3021	1186238
3021	360737
3021	417234
3021	473712
3021	85012
3021	1196533
3010	1523957
3010	1540856
2863	677176
2863	342233
2863	1446687
2857	1094123
2857	94898
2864	586678
2875	176583
2823	852817
1129314	1468209
1129318	1318429
2836	1123431
2836	371405
2847	433786
2914	449811
2914	968071
2914	694765
2914	1488646
2914	115661
2919	1333917
2943	209625
1129258	1226430
1129271	1203996
3317	945071
3312	630261
3312	771789
3312	69585
3312	341633
3325	1182283
1129600	1378352
3211	797496
3211	391151
3211	1253086
3211	177451
3211	69991
3211	310385
3211	102167
3211	1412200
3250	215548
3250	172693
3250	25519
3250	178551
3250	198800
3241	249477
3151	1405721
3151	1116068
3151	260142
3195	236055
1129489	1272657
1129489	1164137
3099	1115878
1129587	1321584
1129568	1472638
1129568	1502358
3133	63400
3123	552563
1129540	1270957
1129540	1469364
1129540	1536892
1129540	1483789
3110	923807
3109	191543
3109	177941
3109	142240
1129888	1145010
3525	445734
3525	174958
3525	1300770
3533	1218851
3533	1093145
3528	184455
3528	370530
3528	793782
3528	899491
3528	460730
3528	401037
3528	1241255
3474	157717
1129924	1441150
3490	1052324
3490	1038957
3490	402962
3490	620461
3490	951214
3490	477882
3490	1162169
3490	1022316
1129925	1482857
1129925	1500567
3511	1142846
3517	121994
3406	237603
3400	309524
3419	245889
3419	196197
3431	39825
3431	1207238
3431	79292
3431	1168996
3431	157381
3431	1353511
3431	125747
3431	221089
3431	403095
3431	1294550
3431	273364
3446	1433793
3446	366932
3441	1438605
3353	1026888
3353	1096695
3353	772117
3353	391503
3353	227858
1129854	1459887
3347	86713
3347	712716
3364	97868
3364	552705
3364	6964
3828	224199
3828	534162
3822	512744
1130122	1208550
3821	1449108
3820	714853
3776	220790
3749	1148813
3749	1307209
3749	65463
1130178	1240974
1130182	1228633
1130231	1526015
1130231	1533646
1130231	1287224
1130231	1472967
1130231	1532325
1130231	1503484
3722	828580
3694	868532
3693	851602
1129991	1231794
3672	697406
3672	1332257
1130066	1325787
1130107	1379246
3588	445371
1130375	1386501
4032	652427
4043	193940
4043	820676
4043	20485
4043	668164
4043	118623
4043	973386
4055	358959
4055	175793
4052	927559
4052	714853
4052	720410
4052	602777
4052	904901
4052	94891
4052	538900
4059	691801
4059	875311
1130431	1389403
1130431	1136854
1130431	1253812
1130444	1186863
